OBJECTNUMMER;PROJECTID;PROJECTNAAM;JAARBOUW;JAAROPL;OPDRACHTGEVER;ARCHITECT;PROJECTTYPE;WEBSITE;FASE_ID;FASE;HUUR_SOC;HUUR_MIDDEL;HUUR_DUUR;KOOP;ONBEKEND_HUURKOOP;EENGEZINS;APP;ONBEKEND_EENAPP;STUDJONG;TOTAAL_BRUTO;VERVANGING;TOTAAL_NETTO;STADSDEEL_CODE;GEBIED_CODE;COORDS;LNG;LAT;
233;"1410 35";"BSH k23 Top Up";2018;2019;"CPO (Collectief Part.Opdr.schap)";"FRANTZEN et al architecten";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;28;0;0;28;0;0;28;0;28;N;DX18;"POLYGON((4.906691 52.395762,4.906133 52.396033,4.906392 52.396307,4.90599 52.396447,4.905519 52.395927,4.906014 52.395713,4.905603 52.395287,4.90602 52.395138,4.906691 52.395762))";"4,906105";"52,3957925";
234;"1396 02";"Leeuwendael";2017;2018;"Stadgenoot";"";"Vervanging";"";"6";"In aanbouw";25;0;0;40;0;65;0;0;0;65;-48;17;E;DX04;"MULTIPOLYGON(((4.850929 52.381432,4.850153 52.381428,4.850164 52.380499,4.85094 52.380503,4.850929 52.381432)),((4.847907 52.379954,4.847905 52.380002,4.847181 52.379988,4.847184 52.379939,4.847907 52.379954)),((4.849884 52.380353,4.849881 52.380402,4.849206 52.380388,4.849209 52.380339,4.849884 52.380353)),((4.848925 52.380159,4.848923 52.380208,4.848247 52.380195,4.84825 52.380145,4.848925 52.380159)))";"4,8490605";"52,3806855";
235;"1118 12";"Kenniskwartier kavel 5-6 (1)";2023;2025;"";"";"Inbreiding";"";"2";"Verkenning / Planvorming";60;0;0;161;0;0;221;0;0;221;0;221;K;DX11;"POLYGON((4.867048 52.336537,4.865768 52.336535,4.86577 52.33604,4.86705 52.336042,4.867048 52.336537))";"4,866409";"52,3362885";
236;"1118 11";"Kenniskwartier kavel 3";2020;2021;"";"";"Inbreiding";"";"2";"Verkenning / Planvorming";24;0;0;130;0;0;0;154;0;154;0;154;K;DX11;"POLYGON((4.865551 52.336535,4.862156 52.33653,4.862161 52.335505,4.865556 52.335511,4.865551 52.336535))";"4,863856";"52,33602";
237;"1625 01";"De Punt Noord locatie 2";2012;2014;"Ymere";"Pattynama Ahuis architectuur";"Inbreiding";"";"7";"Opgeleverd";0;24;0;24;0;0;48;0;0;48;0;48;F;DX07;"POLYGON((4.781957 52.358545,4.781832 52.358777,4.781561 52.358722,4.781685 52.35849,4.781957 52.358545))";"4,781759";"52,3586335";
238;"1625 02";"De Punt Noord locatie 4 a/b";2018;2019;"Ymere";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;18;0;18;0;0;0;18;0;18;F;DX07;"MULTIPOLYGON(((4.782548 52.357615,4.782341 52.357999,4.782215 52.357973,4.782402 52.357628,4.782249 52.357597,4.782269 52.357558,4.782548 52.357615)),((4.782197 52.357544,4.782176 52.357582,4.782023 52.357551,4.781836 52.357897,4.781711 52.357871,4.781918 52.357487,4.782197 52.357544)),((4.782153 52.357918,4.782132 52.357957,4.78192 52.357914,4.781941 52.357875,4.782153 52.357918)))";"4,7821295";"52,357743";
239;"1625 03";"De Punt Noord locatie 6-9";2018;2020;"Ymere";"";"Vervanging";"";"5";"Investeringsbesluit genomen";0;0;0;101;0;0;101;0;0;101;-162;-61;F;DX07;"MULTIPOLYGON(((4.784456 52.358709,4.784399 52.358815,4.782959 52.358524,4.783079 52.358301,4.78333 52.358352,4.783239 52.358522,4.783656 52.358606,4.783651 52.358617,4.78402 52.358692,4.784054 52.358629,4.784154 52.358649,4.78412 52.358713,4.784321 52.358753,4.784356 52.358689,4.784456 52.358709)),((4.783748 52.357857,4.783728 52.357896,4.783574 52.357865,4.783388 52.358211,4.783262 52.358185,4.783469 52.357801,4.783748 52.357857)),((4.7841 52.357928,4.783892 52.358312,4.783767 52.358287,4.783953 52.357942,4.7838 52.35791,4.783821 52.357872,4.7841 52.357928)),((4.784541 52.358552,4.784483 52.358658,4.784383 52.358638,4.784417 52.358575,4.783614 52.358412,4.783637 52.35837,4.784541 52.358552)),((4.784712 52.358234,4.784645 52.358358,4.784088 52.358245,4.784155 52.358121,4.784217 52.358134,4.784173 52.358215,4.784606 52.358303,4.784635 52.358248,4.784672 52.358256,4.784686 52.358229,4.784712 52.358234)),((4.784801 52.35807,4.784736 52.35819,4.78471 52.358184,4.784724 52.358159,4.784687 52.358151,4.784715 52.3581,4.784282 52.358013,4.784241 52.35809,4.784179 52.358077,4.784243 52.357958,4.784801 52.35807)),((4.783704 52.358232,4.783683 52.35827,4.783471 52.358227,4.783492 52.358189,4.783704 52.358232)))";"4,78388";"52,358308";
240;"1625 04";"De Punt ~ Het Leukste Punt SH";2014;2015;"Ymere";"";"Vervanging";"";"7";"Opgeleverd";84;0;0;0;0;15;69;0;0;84;-113;-29;F;DX07;"MULTIPOLYGON(((4.786424 52.359107,4.786367 52.359213,4.784827 52.358902,4.784947 52.358679,4.785198 52.35873,4.785106 52.3589,4.785524 52.358984,4.785518 52.358994,4.785988 52.359089,4.786022 52.359026,4.786424 52.359107)),((4.786509 52.35895,4.786452 52.359056,4.786351 52.359036,4.786385 52.358973,4.785482 52.35879,4.785505 52.358747,4.786509 52.35895)))";"4,785668";"52,358946";
241;"1491 02";"De Punt Tussenmeer (kv. B)";2020;2021;"";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;70;0;0;70;0;0;70;0;70;F;DX07;"POLYGON((4.788105 52.355966,4.78785 52.356435,4.787348 52.356334,4.787598 52.355855,4.788105 52.355966))";"4,7877265";"52,356145";
242;"1491 01";"De Punt Dijkgraafplein (kv. A)";2018;2019;"Particulier";"";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;38;0;0;0;0;38;0;0;38;0;38;F;DX07;"POLYGON((4.78736 52.355798,4.787314 52.355884,4.786762 52.355767,4.786738 52.35582,4.786573 52.355787,4.786647 52.35565,4.78736 52.355798))";"4,7869665";"52,355767";
243;"1333 02";"Steelvliethof fase 1";2013;2015;"vof de Stadstuinen";"Onix Architecten";"Vervanging";"";"7";"Opgeleverd";0;0;0;15;0;15;0;0;0;15;-63;-48;F;DX07;"POLYGON((4.794217 52.362115,4.793833 52.362827,4.793607 52.362781,4.793639 52.362721,4.79379 52.362752,4.793801 52.362732,4.793778 52.362728,4.793828 52.362635,4.793786 52.362627,4.793985 52.362258,4.794027 52.362267,4.794076 52.362175,4.794099 52.362179,4.794109 52.362159,4.793959 52.362129,4.793991 52.362069,4.794217 52.362115))";"4,793912";"52,362448";
244;"1333 03";"Ookmeerhof";2012;2014;"vof de Stadstuinen";"Maccreanor Lavington Architects";"Vervanging";"";"7";"Opgeleverd";120;0;0;0;0;26;94;0;0;120;-117;3;F;DX07;"POLYGON((4.793735 52.363009,4.79334 52.363743,4.792336 52.36354,4.792815 52.362823,4.793041 52.362868,4.793032 52.362885,4.793182 52.362916,4.793136 52.363001,4.792986 52.362971,4.793009 52.362928,4.792858 52.362898,4.792848 52.362917,4.79287 52.362922,4.79282 52.363014,4.792871 52.363024,4.792672 52.363322,4.793311 52.363451,4.793475 52.363146,4.793545 52.36316,4.793595 52.363068,4.793617 52.363073,4.793628 52.363053,4.793477 52.363023,4.793454 52.363065,4.793303 52.363035,4.793349 52.36295,4.7935 52.36298,4.793509 52.362963,4.793735 52.363009))";"4,7930355";"52,363283";
245;"1600 04";"Noorderkwartier fase 3";2018;2019;"CZAN Ontwikkeling bv";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";80;0;0;50;0;0;130;0;0;130;0;130;N;DX19;"POLYGON((4.933828 52.405414,4.933486 52.405679,4.933251 52.40568,4.932466 52.405189,4.932632 52.405106,4.932998 52.404949,4.933828 52.405414))";"4,933147";"52,4053145";
246;"0262 02";"Stationsgebied Z1";2018;2020;"Eigen Haard";"";"Inbreiding";"";"5";"Investeringsbesluit genomen";288;0;0;0;0;0;288;0;0;288;0;288;N;DX19;"POLYGON((4.931059 52.401454,4.930802 52.401546,4.930254 52.401661,4.930114 52.401431,4.929951 52.401208,4.929767 52.40099,4.930168 52.400799,4.930787 52.401283,4.93082 52.401267,4.931059 52.401454))";"4,930413";"52,40123";
247;"0216 03";"Ln v. Spartaan Noordstrook A";2014;2016;"vof de Stadstuinen";"Claus en Kaan Architecten";"Functiewijziging";"";"7";"Opgeleverd";0;80;80;26;0;26;160;0;0;186;0;186;E;DX04;"MULTIPOLYGON(((4.838173 52.375396,4.83794 52.375433,4.837757 52.374997,4.83743 52.375017,4.837476 52.375328,4.837238 52.375342,4.837161 52.374875,4.83741 52.374859,4.83742 52.374925,4.83745 52.374924,4.837439 52.374858,4.837934 52.374827,4.838173 52.375396)),((4.837629 52.375692,4.837303 52.375743,4.837245 52.37539,4.837484 52.375375,4.837493 52.375433,4.837479 52.375434,4.837502 52.375577,4.837576 52.375566,4.837629 52.375692)),((4.838256 52.375594,4.837734 52.375676,4.837671 52.375524,4.837783 52.375507,4.837793 52.375531,4.837888 52.375515,4.837878 52.375492,4.838192 52.375442,4.838256 52.375594)))";"4,8377085";"52,375285";
248;"0216 06";"De Spartaan / Olympia (egw)";2018;2020;"vof de Stadstuinen";"Claus en Kaan Architecten";"Functiewijziging";"";"5";"Investeringsbesluit genomen";0;0;0;337;0;21;316;0;0;337;0;337;E;DX04;"MULTIPOLYGON(((4.837406 52.373586,4.836591 52.373635,4.836526 52.373448,4.837321 52.373342,4.837406 52.373586)),((4.838185 52.373552,4.837587 52.373589,4.837492 52.373322,4.838049 52.373234,4.838185 52.373552)),((4.838776 52.373516,4.838484 52.373534,4.838354 52.373202,4.83863 52.373167,4.838776 52.373516)))";"4,837651";"52,373401";
249;"1495 01";"Moving Up Noord (FB 61-63)";2015;2017;"Edwin Oostmeijer Proj.Ontw. Bv";"Benthem & Crouwel Arch.";"Vervanging";"";"7";"Opgeleverd";0;0;0;13;0;0;13;0;0;13;-8;5;K;DX12;"POLYGON((4.890839 52.354816,4.890767 52.354961,4.890471 52.354905,4.890508 52.354757,4.890839 52.354816))";"4,890655";"52,354859";
250;"1496 01";"Moving Up  Zuid (FB 136)";2015;2017;"Edwin Oostmeijer Proj.Ontw. Bv";"Benthem & Crouwel Arch.";"Vervanging";"";"7";"Opgeleverd";0;0;0;7;0;0;7;0;0;7;0;7;K;DX12;"POLYGON((4.890934 52.352922,4.890902 52.353006,4.890693 52.352976,4.890678 52.353023,4.890588 52.353012,4.89064 52.352862,4.890908 52.352897,4.890934 52.352922))";"4,890761";"52,3529425";
251;"1503 01";"De Staatsman (Buyskade IV)";2013;2014;"MN Onroerend Goed Nederland";"ADD Architecten bv";"Functiewijziging";"";"7";"Opgeleverd";0;44;0;0;0;0;44;0;0;44;0;44;E;DX03;"POLYGON((4.871217 52.377593,4.870165 52.377945,4.870063 52.37783,4.871105 52.377475,4.871217 52.377593))";"4,87064";"52,37771";
252;"1254 04";"D-buurt Nieuw Develstein";2018;2019;"Syntrus Achmea Real Estate";"";"Vervanging";"";"5";"Investeringsbesluit genomen";0;206;0;0;0;0;206;0;0;206;-255;-49;T;DX20;"POLYGON((4.95817 52.321279,4.956913 52.32266,4.956014 52.322384,4.957259 52.320988,4.95817 52.321279))";"4,957092";"52,321824";
253;"1333 04";"OMN Reimerswaalbuurt blok 4";2020;2022;"";"";"Vervanging";"";"5";"Investeringsbesluit genomen";0;63;0;0;0;27;36;0;0;63;-126;-63;F;DX07;"POLYGON((4.793398 52.360934,4.792918 52.361651,4.792693 52.361606,4.792702 52.361588,4.792551 52.361558,4.792597 52.361473,4.792748 52.361503,4.792725 52.361546,4.792875 52.361576,4.792886 52.361557,4.792864 52.361552,4.792913 52.36146,4.792863 52.36145,4.79309 52.36111,4.793057 52.361103,4.793103 52.361017,4.792466 52.360888,4.79242 52.360974,4.792387 52.360967,4.792239 52.361324,4.792188 52.361314,4.792139 52.361406,4.792116 52.361401,4.792106 52.361421,4.792256 52.361451,4.792279 52.361409,4.79243 52.361439,4.792384 52.361524,4.792233 52.361494,4.792224 52.361511,4.791998 52.361465,4.79231 52.360714,4.793398 52.360934))";"4,792698";"52,3611825";
